"","source","term_name","term_id","p_value","significant","term_size","query_size","intersection_size","precision","recall","effective_domain_size"
"97","GO:BP","positive regulation of mononuclear cell proliferation","GO:0032946",0.00715657741572271,TRUE,144,566,17,0.0300353356890459,0.118055555555556,18017
"98","GO:BP","glomerulus development","GO:0032835",0.00720418019150615,TRUE,65,767,13,0.0169491525423729,0.2,18017
"99","GO:BP","T-helper 2 cell differentiation","GO:0045064",0.00770935807690371,TRUE,15,549,6,0.0109289617486339,0.4,18017
"100","GO:BP","negative regulation of CD4-positive, alpha-beta T cell activation","GO:2000515",0.00775550691041538,TRUE,32,722,9,0.0124653739612188,0.28125,18017
"101","GO:BP","response to lipopolysaccharide","GO:0032496",0.00792655816364149,TRUE,348,951,40,0.0420609884332282,0.114942528735632,18017
"102","GO:BP","negative regulation of T cell activation","GO:0050868",0.00802769896838115,TRUE,123,748,18,0.0240641711229947,0.146341463414634,18017
"103","GO:BP","regulation of T cell proliferation","GO:0042129",0.00854992749711378,TRUE,174,994,26,0.0261569416498994,0.149425287356322,18017
"104","GO:BP","positive regulation of cell-cell adhesion","GO:0022409",0.00963010330678558,TRUE,284,924,34,0.0367965367965368,0.119718309859155,18017
"105","GO:BP","T cell activation involved in immune response","GO:0002286",0.00978766052534428,TRUE,110,767,17,0.0221642764015645,0.154545454545455,18017
"106","GO:BP","regulation of tumor necrosis factor superfamily cytokine production","GO:1903555",0.0102279666102178,TRUE,174,642,20,0.0311526479750779,0.114942528735632,18017
"107","GO:BP","cell junction disassembly","GO:0150146",0.0126444109682755,TRUE,17,126,4,0.0317460317460317,0.235294117647059,18017
"108","GO:BP","positive regulation of immune effector process","GO:0002699",0.0132527474211178,TRUE,223,597,22,0.0368509212730318,0.0986547085201794,18017
"109","GO:BP","cellular response to lipopolysaccharide","GO:0071222",0.0138779578905881,TRUE,211,889,27,0.0303712035995501,0.127962085308057,18017
"110","GO:BP","negative regulation of T cell differentiation","GO:0045581",0.0140725771073755,TRUE,48,498,9,0.0180722891566265,0.1875,18017
"111","GO:BP","positive regulation of leukocyte activation","GO:0002696",0.014472783972804,TRUE,413,1065,48,0.0450704225352113,0.116222760290557,18017
"112","GO:BP","regulation of T-helper 2 cell differentiation","GO:0045628",0.0157587843673561,TRUE,11,497,5,0.0100603621730382,0.454545454545455,18017
"113","GO:BP","vertebrate eye-specific patterning","GO:0150064",0.0174034980204195,TRUE,3,345,3,0.00869565217391304,1,18017
"114","GO:BP","complement-mediated synapse pruning","GO:0150062",0.0174034980204195,TRUE,3,345,3,0.00869565217391304,1,18017
"115","GO:BP","negative regulation of lymphocyte proliferation","GO:0050672",0.018522239305608,TRUE,83,748,14,0.018716577540107,0.168674698795181,18017
"116","GO:BP","regulation of interleukin-10 production","GO:0032653",0.0189294087308628,TRUE,64,722,12,0.0166204986149584,0.1875,18017
"117","GO:BP","positive regulation of lymphocyte activation","GO:0051251",0.0191447260992176,TRUE,364,977,41,0.0419651995905834,0.112637362637363,18017
"118","GO:BP","pulmonary valve development","GO:0003177",0.0191705310028101,TRUE,21,679,7,0.0103092783505155,0.333333333333333,18017
"119","GO:BP","T cell proliferation","GO:0042098",0.0195501540199361,TRUE,204,994,28,0.028169014084507,0.137254901960784,18017
"120","GO:BP","positive regulation of immune response","GO:0050778",0.0202131410703842,TRUE,766,664,53,0.0798192771084337,0.0691906005221932,18017
"121","GO:BP","tumor necrosis factor superfamily cytokine production","GO:0071706",0.0202926491602729,TRUE,182,642,20,0.0311526479750779,0.10989010989011,18017
"122","GO:BP","T-helper cell differentiation","GO:0042093",0.0207310088942198,TRUE,61,767,12,0.015645371577575,0.19672131147541,18017
"123","GO:BP","negative regulation of mononuclear cell proliferation","GO:0032945",0.021390006407653,TRUE,84,748,14,0.018716577540107,0.166666666666667,18017
"124","GO:BP","regulation of humoral immune response","GO:0002920",0.022086034112419,TRUE,130,142,8,0.0563380281690141,0.0615384615384615,18017
"125","GO:BP","T cell differentiation involved in immune response","GO:0002292",0.0236349831548961,TRUE,72,767,13,0.0169491525423729,0.180555555555556,18017
"126","GO:BP","cell differentiation involved in kidney development","GO:0061005",0.0240237527541813,TRUE,58,683,11,0.0161054172767204,0.189655172413793,18017
"127","GO:BP","humoral immune response","GO:0006959",0.0248903438343877,TRUE,380,142,13,0.0915492957746479,0.0342105263157895,18017
"128","GO:BP","positive regulation of interferon-gamma production","GO:0032729",0.0265033429213084,TRUE,68,955,14,0.0146596858638743,0.205882352941176,18017
"129","GO:BP","cellular response to biotic stimulus","GO:0071216",0.0290027720688935,TRUE,249,1065,33,0.0309859154929577,0.132530120481928,18017
"130","GO:BP","positive regulation of myeloid leukocyte mediated immunity","GO:0002888",0.0293643772049249,TRUE,34,597,8,0.0134003350083752,0.235294117647059,18017
"131","GO:BP","macrophage differentiation","GO:0030225",0.0306338394501321,TRUE,48,414,8,0.0193236714975845,0.166666666666667,18017
"132","GO:BP","regulation of epithelial cell differentiation","GO:0030856",0.0308384730504351,TRUE,171,891,23,0.0258136924803591,0.134502923976608,18017
"133","GO:BP","interleukin-10 production","GO:0032613",0.0309643358763475,TRUE,67,722,12,0.0166204986149584,0.17910447761194,18017
"134","GO:BP","regulation of cell-cell adhesion","GO:0022407",0.0334509040424312,TRUE,443,994,47,0.0472837022132797,0.106094808126411,18017
"135","GO:BP","semi-lunar valve development","GO:1905314",0.0338767063836968,TRUE,37,737,9,0.0122116689280868,0.243243243243243,18017
"136","GO:BP","lymphocyte activation involved in immune response","GO:0002285",0.039652053136066,TRUE,187,767,22,0.0286831812255541,0.117647058823529,18017
"137","GO:BP","regulation of myeloid leukocyte differentiation","GO:0002761",0.0405252381241498,TRUE,125,748,17,0.0227272727272727,0.136,18017
"138","GO:BP","negative regulation of CD4-positive, alpha-beta T cell differentiation","GO:0043371",0.0407545429285817,TRUE,21,497,6,0.0120724346076459,0.285714285714286,18017
"139","GO:BP","response to lipid","GO:0033993",0.041154450472793,TRUE,944,889,76,0.0854893138357705,0.0805084745762712,18017
"140","GO:BP","regulation of leukocyte degranulation","GO:0043300",0.0412164171269205,TRUE,48,722,10,0.0138504155124654,0.208333333333333,18017
"141","GO:BP","cellular response to molecule of bacterial origin","GO:0071219",0.0420564421165065,TRUE,224,889,27,0.0303712035995501,0.120535714285714,18017
"142","GO:BP","cellular response to lipid","GO:0071396",0.0425617551280902,TRUE,603,889,54,0.0607424071991001,0.0895522388059701,18017
"143","GO:BP","adaptive immune response","GO:0002250",0.0425968961579455,TRUE,683,668,48,0.0718562874251497,0.0702781844802343,18017
"144","GO:BP","positive regulation of interleukin-12 production","GO:0032735",0.0467987066906636,TRUE,40,894,10,0.0111856823266219,0.25,18017
"145","GO:BP","regulation of branch elongation involved in ureteric bud branching","GO:0072095",0.0474401100660967,TRUE,4,305,3,0.00983606557377049,0.75,18017
"146","GO:BP","negative regulation of leukocyte proliferation","GO:0070664",0.0483982740904549,TRUE,90,748,14,0.018716577540107,0.155555555555556,18017
"147","GO:CC","secretory granule membrane","GO:0030667",6.57108830108838e-05,TRUE,303,720,32,0.0444444444444444,0.105610561056106,18956
"148","GO:CC","intrinsic component of plasma membrane","GO:0031226",0.00112759929376183,TRUE,1692,775,107,0.138064516129032,0.0632387706855792,18956
"149","GO:CC","secretory granule","GO:0030141",0.00243924444520709,TRUE,855,720,59,0.0819444444444444,0.0690058479532164,18956
"150","GO:CC","MHC class II protein complex","GO:0042613",0.0030601812494115,TRUE,16,641,6,0.0093603744149766,0.375,18956
"151","GO:CC","integral component of plasma membrane","GO:0005887",0.00353390324149886,TRUE,1615,775,101,0.130322580645161,0.0625386996904025,18956
"152","GO:CC","tertiary granule","GO:0070820",0.0116265136439875,TRUE,163,569,16,0.0281195079086116,0.098159509202454,18956
"153","GO:CC","tertiary granule membrane","GO:0070821",0.0281147386760777,TRUE,72,720,11,0.0152777777777778,0.152777777777778,18956
"154","GO:CC","MHC protein complex","GO:0042611",0.0408155457684685,TRUE,24,641,6,0.0093603744149766,0.25,18956
"155","GO:MF","immune receptor activity","GO:0140375",0.00278962497605494,TRUE,130,1061,22,0.0207351555136664,0.169230769230769,18602
"156","GO:MF","IgG binding","GO:0019864",0.0123839741479603,TRUE,10,328,4,0.0121951219512195,0.4,18602
"157","GO:MF","immunoglobulin binding","GO:0019865",0.0157974737022943,TRUE,23,494,6,0.0121457489878543,0.260869565217391,18602
"158","GO:MF","cytokine receptor activity","GO:0004896",0.0278293030753645,TRUE,99,1061,17,0.0160226201696513,0.171717171717172,18602
"159","GO:MF","complement component C3b binding","GO:0001851",0.0415665838637093,TRUE,5,345,3,0.00869565217391304,0.6,18602
"160","HP","Membranoproliferative glomerulonephritis","HP:0000793",0.0304469598802257,TRUE,7,126,4,0.0317460317460317,0.571428571428571,4322
"161","KEGG","Staphylococcus aureus infection","KEGG:05150",5.59647756973492e-05,TRUE,87,181,12,0.0662983425414365,0.137931034482759,7963
"162","KEGG","Complement and coagulation cascades","KEGG:04610",0.00194440467095148,TRUE,85,142,9,0.0633802816901408,0.105882352941176,7963
"163","KEGG","Leishmaniasis","KEGG:05140",0.0208937748791995,TRUE,72,657,16,0.0243531202435312,0.222222222222222,7963
"164","KEGG","Legionellosis","KEGG:05134",0.0223801164269416,TRUE,57,362,10,0.0276243093922652,0.175438596491228,7963
"165","TF","Factor: HSF1; motif: RGAANRTTCYRGAAN; match class: 1","TF:M11656_1",0.000277647742440911,TRUE,220,708,26,0.0367231638418079,0.118181818181818,19937
"166","TF","Factor: HSF1; motif: NGAANGTTCKRGAAN; match class: 1","TF:M11655_1",0.00286429137835181,TRUE,93,1013,18,0.0177690029615005,0.193548387096774,19937
"167","TF","Factor: HSF1; motif: RGAANRTTCYRGAAN","TF:M11654",0.00897156862973029,TRUE,1362,55,15,0.272727272727273,0.0110132158590308,19937
"168","TF","Factor: HSF1; motif: NRGAANNTTCYRGAA; match class: 1","TF:M09950_1",0.0342849899464287,TRUE,266,38,6,0.157894736842105,0.0225563909774436,19937
"169","WP","TYROBP Causal Network","WP:WP3945",0.000119289648844446,TRUE,63,851,22,0.0258519388954172,0.349206349206349,7474
"170","WP","Complement Activation","WP:WP545",0.000373235944411065,TRUE,22,140,6,0.0428571428571429,0.272727272727273,7474
"171","WP","Complement and Coagulation Cascades","WP:WP558",0.00225079358441439,TRUE,59,142,8,0.0563380281690141,0.135593220338983,7474
"172","WP","Microglia Pathogen Phagocytosis Pathway","WP:WP3937",0.0310963254093291,TRUE,40,809,13,0.0160692212608158,0.325,7474
