"","source","term_name","term_id","p_value","significant","term_size","query_size","intersection_size","precision","recall","effective_domain_size"
"70","GO:BP","negative regulation of cell activation","GO:0050866",0.000423526859774182,TRUE,210,96,10,0.104166666666667,0.0476190476190476,17906
"71","GO:BP","cytokine metabolic process","GO:0042107",0.000426119290010979,TRUE,134,114,9,0.0789473684210526,0.0671641791044776,17906
"72","GO:BP","myeloid cell activation involved in immune response","GO:0002275",0.000435536323639926,TRUE,542,138,18,0.130434782608696,0.033210332103321,17906
"73","GO:BP","regulation of T cell proliferation","GO:0042129",0.000451632933191051,TRUE,167,153,11,0.0718954248366013,0.0658682634730539,17906
"74","GO:BP","immune response-regulating signaling pathway","GO:0002764",0.000480639922547284,TRUE,673,125,19,0.152,0.0282317979197623,17906
"75","GO:BP","interleukin-6 production","GO:0032635",0.000509434413149763,TRUE,169,153,11,0.0718954248366013,0.0650887573964497,17906
"76","GO:BP","positive regulation of lymphocyte activation","GO:0051251",0.000538914495057,TRUE,351,92,12,0.130434782608696,0.0341880341880342,17906
"77","GO:BP","positive regulation of cell adhesion","GO:0045785",0.00053973672044414,TRUE,422,92,13,0.141304347826087,0.0308056872037915,17906
"78","GO:BP","leukocyte degranulation","GO:0043299",0.000584068988361557,TRUE,532,32,9,0.28125,0.0169172932330827,17906
"79","GO:BP","vertebrate eye-specific patterning","GO:0150064",0.000684128883695699,TRUE,3,121,3,0.0247933884297521,1,17906
"80","GO:BP","cellular response to cytokine stimulus","GO:0071345",0.000694813437890906,TRUE,1130,153,28,0.183006535947712,0.0247787610619469,17906
"81","GO:BP","cytokine-mediated signaling pathway","GO:0019221",0.000708182864089986,TRUE,799,153,23,0.150326797385621,0.0287859824780976,17906
"82","GO:BP","regulation of cytokine production","GO:0001817",0.000758894709322327,TRUE,764,114,19,0.166666666666667,0.024869109947644,17906
"83","GO:BP","myeloid leukocyte mediated immunity","GO:0002444",0.000761393100301769,TRUE,549,32,9,0.28125,0.0163934426229508,17906
"84","GO:BP","positive regulation of leukocyte degranulation","GO:0043302",0.000899624603540271,TRUE,23,121,5,0.0413223140495868,0.217391304347826,17906
"85","GO:BP","neuroinflammatory response","GO:0150076",0.00101990576104644,TRUE,81,153,8,0.0522875816993464,0.0987654320987654,17906
"86","GO:BP","antigen processing and presentation of peptide antigen","GO:0048002",0.00106679115147978,TRUE,192,145,11,0.0758620689655172,0.0572916666666667,17906
"87","GO:BP","immune response-activating signal transduction","GO:0002757",0.00107296805030683,TRUE,639,125,18,0.144,0.028169014084507,17906
"88","GO:BP","mast cell activation","GO:0045576",0.00115737338289368,TRUE,58,92,6,0.0652173913043478,0.103448275862069,17906
"89","GO:BP","regulation of lymphocyte activation","GO:0051249",0.00120979510927696,TRUE,509,96,14,0.145833333333333,0.0275049115913556,17906
"90","GO:BP","positive regulation of hemopoiesis","GO:1903708",0.00155419583553811,TRUE,194,92,9,0.0978260869565217,0.0463917525773196,17906
"91","GO:BP","positive regulation of leukocyte differentiation","GO:1902107",0.00156983249067196,TRUE,151,153,10,0.065359477124183,0.0662251655629139,17906
"92","GO:BP","regulation of cell-cell adhesion","GO:0022407",0.00175965519010269,TRUE,426,153,16,0.104575163398693,0.0375586854460094,17906
"93","GO:BP","regulation of leukocyte mediated immunity","GO:0002703",0.00187899956825512,TRUE,195,121,10,0.0826446280991736,0.0512820512820513,17906
"94","GO:BP","T cell proliferation","GO:0042098",0.00212793775995147,TRUE,195,153,11,0.0718954248366013,0.0564102564102564,17906
"95","GO:BP","regulation of neutrophil activation","GO:1902563",0.00214041101540275,TRUE,12,121,4,0.0330578512396694,0.333333333333333,17906
"96","GO:BP","regulation of T cell activation","GO:0050863",0.00214920689084403,TRUE,330,153,14,0.0915032679738562,0.0424242424242424,17906
"97","GO:BP","antigen processing and presentation of exogenous peptide antigen via MHC class II","GO:0019886",0.00251708822291064,TRUE,96,145,8,0.0551724137931034,0.0833333333333333,17906
"98","GO:BP","inflammatory response","GO:0006954",0.00266998032473839,TRUE,780,121,19,0.15702479338843,0.0243589743589744,17906
"99","GO:BP","regulation of hippocampal neuron apoptotic process","GO:0110089",0.00272298810223918,TRUE,4,121,3,0.0247933884297521,0.75,17906
"100","GO:BP","hippocampal neuron apoptotic process","GO:0110088",0.00272298810223918,TRUE,4,121,3,0.0247933884297521,0.75,17906
"101","GO:BP","positive regulation of neutrophil degranulation","GO:0043315",0.00272298810223918,TRUE,4,121,3,0.0247933884297521,0.75,17906
"102","GO:BP","positive regulation of leukocyte mediated immunity","GO:0002705",0.00285951928794703,TRUE,126,196,10,0.0510204081632653,0.0793650793650794,17906
"103","GO:BP","positive regulation of interleukin-6 production","GO:0032755",0.00296196811036613,TRUE,93,153,8,0.0522875816993464,0.0860215053763441,17906
"105","GO:BP","cytokine production","GO:0001816",0.00299666691513406,TRUE,837,114,19,0.166666666666667,0.022700119474313,17906
"106","GO:BP","positive regulation of tumor necrosis factor superfamily cytokine production","GO:1903557",0.00331832387992011,TRUE,92,109,7,0.0642201834862385,0.0760869565217391,17906
"107","GO:BP","antigen processing and presentation of exogenous peptide antigen","GO:0002478",0.00332948988758055,TRUE,173,145,10,0.0689655172413793,0.0578034682080925,17906
"108","GO:BP","response to cytokine","GO:0034097",0.00347597651826602,TRUE,1225,153,28,0.183006535947712,0.0228571428571429,17906
"109","GO:BP","regulation of mast cell activation","GO:0033003",0.00355223301593507,TRUE,40,671,10,0.014903129657228,0.25,17906
"110","GO:BP","T cell activation","GO:0042110",0.00362359957343024,TRUE,478,96,13,0.135416666666667,0.0271966527196653,17906
"111","GO:BP","antigen processing and presentation of exogenous antigen","GO:0019884",0.00476784347786534,TRUE,180,145,10,0.0689655172413793,0.0555555555555556,17906
"112","GO:BP","macrophage activation involved in immune response","GO:0002281",0.00520020281931804,TRUE,13,138,4,0.0289855072463768,0.307692307692308,17906
"113","GO:BP","positive regulation of cytokine biosynthetic process","GO:0042108",0.00554100476927582,TRUE,71,153,7,0.0457516339869281,0.0985915492957746,17906
"114","GO:BP","regulation of tumor necrosis factor superfamily cytokine production","GO:1903555",0.00619753048068717,TRUE,168,198,11,0.0555555555555556,0.0654761904761905,17906
"115","GO:BP","antigen processing and presentation","GO:0019882",0.00655581620982248,TRUE,231,145,11,0.0758620689655172,0.0476190476190476,17906
"116","GO:BP","positive regulation of neutrophil activation","GO:1902565",0.00677382849354491,TRUE,5,121,3,0.0247933884297521,0.6,17906
"117","GO:BP","regulation of myeloid leukocyte differentiation","GO:0002761",0.00744728445641261,TRUE,122,60,6,0.1,0.0491803278688525,17906
"118","GO:BP","mast cell degranulation","GO:0043303",0.00757397184571771,TRUE,45,92,5,0.0543478260869565,0.111111111111111,17906
"119","GO:BP","mast cell activation involved in immune response","GO:0002279",0.00846330842097224,TRUE,46,92,5,0.0543478260869565,0.108695652173913,17906
"120","GO:BP","tumor necrosis factor superfamily cytokine production","GO:0071706",0.00870943559027679,TRUE,174,198,11,0.0555555555555556,0.0632183908045977,17906
"121","GO:BP","regulated exocytosis","GO:0045055",0.00877418718314265,TRUE,793,46,11,0.239130434782609,0.0138713745271122,17906
"122","GO:BP","mast cell mediated immunity","GO:0002448",0.00943259897687254,TRUE,47,92,5,0.0543478260869565,0.106382978723404,17906
"123","GO:BP","negative regulation of lymphocyte proliferation","GO:0050672",0.0100604694893261,TRUE,80,96,6,0.0625,0.075,17906
"124","GO:BP","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","GO:0002291",0.0102831060339713,TRUE,9,69,3,0.0434782608695652,0.333333333333333,17906
"125","GO:BP","negative regulation of mononuclear cell proliferation","GO:0032945",0.0108186362861422,TRUE,81,96,6,0.0625,0.0740740740740741,17906
"126","GO:BP","positive regulation of superoxide anion generation","GO:0032930",0.0128226714446868,TRUE,18,121,4,0.0330578512396694,0.222222222222222,17906
"127","GO:BP","regulation of leukocyte differentiation","GO:1902105",0.0133366145994756,TRUE,283,153,12,0.0784313725490196,0.0424028268551237,17906
"128","GO:BP","icosanoid biosynthetic process","GO:0046456",0.014762034812214,TRUE,54,153,6,0.0392156862745098,0.111111111111111,17906
"129","GO:BP","negative regulation of leukocyte proliferation","GO:0070664",0.0153390717464877,TRUE,86,96,6,0.0625,0.0697674418604651,17906
"130","GO:BP","immunoglobulin mediated immune response","GO:0016064",0.0158676955226547,TRUE,227,104,9,0.0865384615384615,0.039647577092511,17906
"131","GO:BP","B cell mediated immunity","GO:0019724",0.0176407708568911,TRUE,230,104,9,0.0865384615384615,0.0391304347826087,17906
"132","GO:BP","regulation of mast cell degranulation","GO:0043304",0.018086644356682,TRUE,29,671,8,0.0119225037257824,0.275862068965517,17906
"133","GO:BP","positive regulation of response to external stimulus","GO:0032103",0.0200206594474906,TRUE,640,138,17,0.123188405797101,0.0265625,17906
"134","GO:BP","arachidonic acid metabolite production involved in inflammatory response","GO:0002538",0.021072785034318,TRUE,3,32,2,0.0625,0.666666666666667,17906
"135","GO:BP","leukotriene production involved in inflammatory response","GO:0002540",0.021072785034318,TRUE,3,32,2,0.0625,0.666666666666667,17906
"136","GO:BP","regulation of chemokine production","GO:0032642",0.0234325225818572,TRUE,88,153,7,0.0457516339869281,0.0795454545454545,17906
"137","GO:BP","regulation of mast cell activation involved in immune response","GO:0033006",0.023858330733941,TRUE,30,671,8,0.0119225037257824,0.266666666666667,17906
"138","GO:BP","immune response-regulating cell surface receptor signaling pathway","GO:0002768",0.0238683724683625,TRUE,503,108,13,0.12037037037037,0.025844930417495,17906
"139","GO:BP","regulation of superoxide anion generation","GO:0032928",0.0246893253502776,TRUE,21,121,4,0.0330578512396694,0.19047619047619,17906
"140","GO:BP","positive regulation of lymphocyte differentiation","GO:0045621",0.0255313930512314,TRUE,98,92,6,0.0652173913043478,0.0612244897959184,17906
"141","GO:BP","positive regulation of chemokine production","GO:0032722",0.027433694368455,TRUE,60,153,6,0.0392156862745098,0.1,17906
"142","GO:BP","negative regulation of immune system process","GO:0002683",0.0283398979775052,TRUE,492,96,12,0.125,0.024390243902439,17906
"143","GO:BP","immune response-activating cell surface receptor signaling pathway","GO:0002429",0.0303649279033862,TRUE,470,101,12,0.118811881188119,0.025531914893617,17906
"144","GO:BP","exocytosis","GO:0006887",0.0314058344375817,TRUE,907,46,11,0.239130434782609,0.0121278941565601,17906
"145","GO:BP","regulation of granulocyte differentiation","GO:0030852",0.03392656277878,TRUE,16,55,3,0.0545454545454545,0.1875,17906
"146","GO:BP","cell-cell adhesion","GO:0098609",0.0348278578006177,TRUE,866,153,21,0.137254901960784,0.0242494226327945,17906
"147","GO:BP","positive regulation of microglial cell migration","GO:1904141",0.0348324051634508,TRUE,7,138,3,0.0217391304347826,0.428571428571429,17906
"148","GO:BP","regulation of tumor necrosis factor production","GO:0032680",0.0350036858041282,TRUE,165,198,10,0.0505050505050505,0.0606060606060606,17906
"149","GO:BP","interferon-gamma-mediated signaling pathway","GO:0060333",0.0352910982435558,TRUE,87,229,8,0.0349344978165939,0.0919540229885057,17906
"150","GO:BP","regulation of humoral immune response","GO:0002920",0.0353740804669246,TRUE,129,44,5,0.113636363636364,0.0387596899224806,17906
"151","GO:BP","chemokine production","GO:0032602",0.0388043772996993,TRUE,95,153,7,0.0457516339869281,0.0736842105263158,17906
"152","GO:BP","positive regulation of myeloid cell differentiation","GO:0045639",0.0412270378516667,TRUE,97,60,5,0.0833333333333333,0.0515463917525773,17906
"153","GO:BP","positive regulation of tumor necrosis factor production","GO:0032760",0.041396184534363,TRUE,90,109,6,0.055045871559633,0.0666666666666667,17906
"154","GO:BP","neutrophil degranulation","GO:0043312",0.0429578169827777,TRUE,484,32,7,0.21875,0.0144628099173554,17906
"155","GO:BP","tumor necrosis factor production","GO:0032640",0.0431013047150374,TRUE,169,198,10,0.0505050505050505,0.0591715976331361,17906
"156","GO:BP","neutrophil activation involved in immune response","GO:0002283",0.0447022209584428,TRUE,487,32,7,0.21875,0.0143737166324435,17906
"157","GO:BP","negative regulation of lymphocyte activation","GO:0051250",0.0452033663608867,TRUE,155,96,7,0.0729166666666667,0.0451612903225806,17906
"158","GO:BP","positive regulation of transport","GO:0051050",0.0491106345781467,TRUE,1008,125,20,0.16,0.0198412698412698,17906
"159","GO:CC","MHC class II protein complex","GO:0042613",2.3610249561215e-06,TRUE,16,557,8,0.0143626570915619,0.5,18856
"160","GO:CC","MHC protein complex","GO:0042611",8.28993209895369e-05,TRUE,24,210,6,0.0285714285714286,0.25,18856
"161","GO:CC","clathrin-coated endocytic vesicle membrane","GO:0030669",0.00126905197811875,TRUE,37,210,6,0.0285714285714286,0.162162162162162,18856
"162","GO:CC","integral component of lumenal side of endoplasmic reticulum membrane","GO:0071556",0.00296682133552855,TRUE,25,210,5,0.0238095238095238,0.2,18856
"163","GO:CC","lumenal side of endoplasmic reticulum membrane","GO:0098553",0.00296682133552855,TRUE,25,210,5,0.0238095238095238,0.2,18856
"165","GO:CC","lamellipodium","GO:0030027",0.00460209339417206,TRUE,198,5,3,0.6,0.0151515151515152,18856
"166","GO:CC","lytic vacuole","GO:0000323",0.00464821150843495,TRUE,697,210,22,0.104761904761905,0.0315638450502152,18856
"167","GO:CC","lysosome","GO:0005764",0.00464821150843495,TRUE,697,210,22,0.104761904761905,0.0315638450502152,18856
"168","GO:CC","cell surface","GO:0009986",0.00848327142934907,TRUE,918,88,15,0.170454545454545,0.0163398692810458,18856
"169","GO:CC","lumenal side of membrane","GO:0098576",0.0105542081842815,TRUE,32,210,5,0.0238095238095238,0.15625,18856
"170","GO:CC","complement component C1 complex","GO:0005602",0.012348227761971,TRUE,2,104,2,0.0192307692307692,1,18856
"171","GO:CC","clathrin-coated endocytic vesicle","GO:0045334",0.0148641738459293,TRUE,56,210,6,0.0285714285714286,0.107142857142857,18856
"172","GO:CC","integrin alphaM-beta2 complex","GO:0034688",0.0167378890126792,TRUE,2,121,2,0.0165289256198347,1,18856
"174","GO:CC","endocytic vesicle membrane","GO:0030666",0.0306207509436169,TRUE,159,210,9,0.0428571428571429,0.0566037735849057,18856
"175","GO:CC","vacuole","GO:0005773",0.0348658330006329,TRUE,797,210,22,0.104761904761905,0.027603513174404,18856
"176","GO:CC","secretory granule","GO:0030141",0.0394125803738235,TRUE,839,34,8,0.235294117647059,0.00953516090584029,18856
"177","GO:CC","cell leading edge","GO:0031252",0.0425786118946347,TRUE,417,5,3,0.6,0.00719424460431655,18856
"178","GO:MF","G protein-coupled nucleotide receptor activity","GO:0001608",6.80518321499701e-06,TRUE,14,109,5,0.0458715596330275,0.357142857142857,18126
"179","GO:MF","G protein-coupled purinergic nucleotide receptor activity","GO:0045028",6.80518321499701e-06,TRUE,14,109,5,0.0458715596330275,0.357142857142857,18126
"180","GO:MF","purinergic nucleotide receptor activity","GO:0001614",6.68898610188113e-05,TRUE,21,109,5,0.0458715596330275,0.238095238095238,18126
"181","GO:MF","nucleotide receptor activity","GO:0016502",6.68898610188113e-05,TRUE,21,109,5,0.0458715596330275,0.238095238095238,18126
"182","GO:MF","purinergic receptor activity","GO:0035586",0.00017133343354979,TRUE,25,109,5,0.0458715596330275,0.2,18126
"183","GO:MF","arachidonate 5-lipoxygenase activity","GO:0004051",0.00149479044058911,TRUE,2,32,2,0.0625,1,18126
"184","GO:MF","ADP receptor activity","GO:0001621",0.011536406868095,TRUE,2,88,2,0.0227272727272727,1,18126
"185","GO:MF","MHC class II protein complex binding","GO:0023026",0.024585379014181,TRUE,16,83,3,0.036144578313253,0.1875,18126
"186","HP","Membranoproliferative glomerulonephritis","HP:0000793",0.0168556805374062,TRUE,7,104,4,0.0384615384615385,0.571428571428571,4225
"187","KEGG","Staphylococcus aureus infection","KEGG:05150",4.86509872367722e-09,TRUE,87,145,15,0.103448275862069,0.172413793103448,7788
"188","KEGG","Tuberculosis","KEGG:05152",0.000165844963014412,TRUE,175,153,15,0.0980392156862745,0.0857142857142857,7788
"189","KEGG","Systemic lupus erythematosus","KEGG:05322",0.000824800167401208,TRUE,129,104,10,0.0961538461538462,0.0775193798449612,7788
"190","KEGG","Leishmaniasis","KEGG:05140",0.00109895458571291,TRUE,72,153,9,0.0588235294117647,0.125,7788
"191","KEGG","Pertussis","KEGG:05133",0.00172047442909832,TRUE,76,153,9,0.0588235294117647,0.118421052631579,7788
"192","KEGG","Graft-versus-host disease","KEGG:05332",0.00433650347232854,TRUE,36,210,7,0.0333333333333333,0.194444444444444,7788
"193","KEGG","Viral myocarditis","KEGG:05416",0.00781741007580802,TRUE,56,145,7,0.0482758620689655,0.125,7788
"194","KEGG","Type I diabetes mellitus","KEGG:04940",0.00883765325968021,TRUE,40,210,7,0.0333333333333333,0.175,7788
"195","KEGG","Complement and coagulation cascades","KEGG:04610",0.0142948658419723,TRUE,85,46,5,0.108695652173913,0.0588235294117647,7788
"196","KEGG","Allograft rejection","KEGG:05330",0.0275775520332688,TRUE,34,210,6,0.0285714285714286,0.176470588235294,7788
"197","KEGG","Antigen processing and presentation","KEGG:04612",0.0297295052176425,TRUE,69,145,7,0.0482758620689655,0.101449275362319,7788
"198","KEGG","Rheumatoid arthritis","KEGG:05323",0.0338537468243733,TRUE,88,153,8,0.0522875816993464,0.0909090909090909,7788
"199","KEGG","Cell adhesion molecules (CAMs)","KEGG:04514",0.0361508409685209,TRUE,144,145,10,0.0689655172413793,0.0694444444444444,7788
"200","KEGG","Phagosome","KEGG:04145",0.0426545002740734,TRUE,147,145,10,0.0689655172413793,0.0680272108843537,7788
"201","REAC","Adaptive Immune System","REAC:R-HSA-1280218",0.00432872585525541,TRUE,799,145,27,0.186206896551724,0.0337922403003755,10594
"202","REAC","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","REAC:R-HSA-198933",0.00529269762012175,TRUE,181,46,7,0.152173913043478,0.0386740331491713,10594
"203","REAC","Immune System","REAC:R-HSA-168256",0.0286385969436701,TRUE,2147,110,40,0.363636363636364,0.0186306474149977,10594
"204","REAC","Phosphorylation of CD3 and TCR zeta chains","REAC:R-HSA-202427",0.0336650518423317,TRUE,23,210,5,0.0238095238095238,0.217391304347826,10594
"206","TF","Factor: Elk-1; motif: NAAACMGGAAGTNCVH; match class: 1","TF:M00007_1",0.0146086300931117,TRUE,1128,918,86,0.093681917211329,0.076241134751773,19945
"207","TF","Factor: Six-3; motif: NNRTATCRNN; match class: 0","TF:M11035_0",0.0184012900126359,TRUE,1846,24,11,0.458333333333333,0.00595882990249187,19945
