MRPS6, 10610, 3.154941
DNAH6, 7136, 3.153993
EGFEM1P, 14555, 3.153576
GASAL1, 9879, 3.144867
NBDY, 845, 3.141940
ISOC1, 4411, 3.141653
FILIP1, 4254, 3.141449
RPL29, 10552, 3.140886
SLITRK1, 7353, 3.140359
ZNF229, 3206, 3.136824
APOC1, 7588, 3.135823
FAM110C, 7531, 3.134236
MARCO, 2484, 3.133300
ADAT2, 7188, 3.133017
SLF1, 4801, 3.130824
ARPP19, 12359, 3.130105
RBFA, 1, 3.127529
LMO1, 3040, 3.126654
ISG15, 11393, 3.126103
KPNB1, 1533, 3.124086
PID1, 398, 3.122972
KIF2A, 6036, 3.117077
TCEA3, 8829, 3.112779
PCDH19, 33, 3.108729
AKAP14, 9606, 3.107942
SYT17, 8670, 3.105835
RNF7, 4856, 3.102205
CD24, 2063, 3.099923
CACNB3, 3150, 3.099263
UBE2S, 10933, 3.099000
WNT10B, 14801, 3.097013
PRPH2, 3214, 3.093494
TTC23L, 10885, 3.091896
SH3GL3, 7415, 3.089500
SOWAHA, 8150, 3.084672
DIRAS3, 10142, 3.083904
YPEL1, 12678, 3.077730
DHDH, 841, 3.077634
STYK1, 12555, 3.074583
A1BG, 10960, 3.073481
HPCAL4, 11606, 3.065827
RASL10A, 7447, 3.063923
LINC00260, 10288, 3.061392
PLPPR3, 2809, 3.059259
RPS4X, 2922, 3.058956
SLC16A2, 2596, 3.056856
TMSB10, 1143, 3.054459
ZNF436, 14166, 3.053994
LOC728392, 1810, 3.045046
SRR, 2168, 3.043779
EIF1, 12807, 3.037217
LOC440434, 9781, 3.036781
LOXL3, 66, 3.036498
FGD3, 2908, 3.032316
ZFHX3, 2967, 3.030533
AKAP8, 11743, 3.026956
SNTB1, 14881, 3.025739
C1R, 13681, 3.019665
SHISA5, 1475, 3.018664
ZCCHC18, 977, 3.015755
FABP6, 949, 3.013466
PAXIP1-AS1, 7847, 3.008929
RTBDN, 12048, 3.003575
TMEM200A, 15327, 3.002983
ADGRL3, 6100, 3.002533
CALB1, 10666, 3.001508
CALHM6, 5789, 3.000598
PRKG1, 7459, 2.997949
TMEM159, 15303, 2.997491
DUSP27, 7417, 2.991764
LINC01140, 12025, 2.989595
C12orf73, 8826, 2.989393
KLHL1, 12406, 2.986921
MS4A4A, 4185, 2.984595
OCA2, 14019, 2.983510
DCAF4, 12170, 2.983208
TUBB6, 9200, 2.977067
RMI2, 6986, 2.975545
DPYSL3, 2470, 2.974690
WDFY4, 1334, 2.974624
WDR86, 15128, 2.974259
GNG2, 11040, 2.972853
SOX4, 6115, 2.967791
PNMA8A, 14661, 2.964267
EXOC6, 1190, 2.959856
ARL10, 294, 2.959184
STX1A, 13514, 2.957525
IFT22, 1957, 2.957384
RGMB, 9516, 2.950284
B3GALNT1, 12319, 2.949035
PPP1R1A, 9252, 2.948954
PEA15, 14441, 2.946484
SLC26A4, 2537, 2.945192
TYRP1, 1680, 2.943740
KCNK2, 3019, 2.936524
ARHGAP12, 7127, 2.932451
KCNJ5, 11256, 2.930590
INTS3, 13153, 2.930438
APBB1IP, 7508, 2.930198
MAGED1, 3159, 2.928388
KLHDC8B, 1588, 2.927635
GMFB, 1921, 2.926493
GLT8D2, 13639, 2.926482
ADRA1B, 347, 2.922323
POC1A, 1518, 2.919197
AGAP2, 9234, 2.917681
GRID2, 13229, 2.915684
SSR4P1, 3408, 2.913533
NSFL1C, 1965, 2.911191
OPRK1, 10025, 2.908469
RTP1, 12631, 2.908406
ACTG1, 6535, 2.902247
STK32C, 7617, 2.900013
GRIK3, 12910, 2.898516
DKFZp779M0652, 6985, 2.898461
RPL12, 1522, 2.896924
CPNE8, 15141, 2.896261
MAOB, 12949, 2.896017
CRY2, 7631, 2.894826
LINC02482, 9614, 2.894675
GPRIN2, 5803, 2.894673
FBL, 3825, 2.894330
TDRD9, 9616, 2.892279
AMZ1, 6097, 2.891918
HRASLS, 2473, 2.891329
C1orf194, 25, 2.890173
CGREF1, 3894, 2.890052
DUSP26, 1145, 2.884686
DZIP3, 12302, 2.883609
LYPD8, 1224, 2.882269
NUPR2, 13558, 2.881555
FSTL5, 2452, 2.877633
LYZL4, 9356, 2.872726
BRK1, 772, 2.872445
TEKT2, 7425, 2.870753
RTL6, 2025, 2.870438
LRRC75A-AS1, 9914, 2.868245
ROBO1, 4476, 2.867814
STOML1, 13595, 2.867189
NPDC1, 444, 2.866475
FABP7, 13555, 2.862955
TMEM68, 1299, 2.862062
GPR68, 4188, 2.861836
PYGL, 11400, 2.860265
VPS37C, 7134, 2.858957
TMSB4X, 2403, 2.856921
RPS2P32, 3302, 2.851140
WFS1, 13610, 2.851130
TSTD1, 5090, 2.849924
GLRA2, 1197, 2.848603
TRAPPC2L, 4841, 2.846295
GOLGA3, 1227, 2.844588
MAP2K1, 13689, 2.834940
NDFIP1, 13387, 2.834625
ADGRB3, 1922, 2.833219
SLC26A11, 6744, 2.830548
SCGN, 5492, 2.830433
TCTN1, 15226, 2.829948
GPM6A, 12316, 2.829862
CXADRP2, 9444, 2.829460
FAM189A2, 568, 2.828215
PYCARD, 10518, 2.827797
GPR6, 4576, 2.819402
MEIS3, 117, 2.817505
CYTOR, 11433, 2.815221
CYS1, 9488, 2.814561
ASCL2, 11996, 2.813603
PRICKLE2, 1298, 2.810851
ABLIM3, 6197, 2.808602
KIAA1024, 8233, 2.806156
KCNMB4, 259, 2.806127
GDA, 9589, 2.805141
LAT2, 15069, 2.796108
CYBB, 1890, 2.794811
ACTR10, 5343, 2.793225
ADCY7, 9215, 2.793027
SLC30A10, 11309, 2.787810
LOC100129291, 8870, 2.786500
FAM172A, 7792, 2.782711
RYR3, 15617, 2.782271
ATP6V1C1, 9332, 2.780298
PLCH2, 3947, 2.774584
TPM3P9, 1466, 2.773990
GABRB3, 12143, 2.771503
PYCR3, 12196, 2.770410
TMEM173, 9610, 2.769337
C4orf45, 13892, 2.765009
PCOLCE2, 2511, 2.763081
SPCS3, 13312, 2.762998
LOH12CR2, 4735, 2.762930
MYH7, 11989, 2.761938
CIB1, 11225, 2.759816
CNOT7, 14838, 2.759646
GALNT14, 4072, 2.757854
LOC100506100, 13509, 2.757101
PEX19, 5574, 2.755593
KCNA4, 6725, 2.753361
DACT1, 1678, 2.752534
AFDN, 3554, 2.751152
BEX2, 861, 2.749130
ACOT2, 13846, 2.749034
NAV3, 8928, 2.748584
MYO16, 10230, 2.748164
HMGCR, 13329, 2.744958
TBC1D24, 14899, 2.744194
KCNG1, 11614, 2.743676
RUBCN, 5664, 2.743170
ACTR3B, 5825, 2.741220
PANX2, 5174, 2.740625
AMIGO2, 12703, 2.740117
HILS1, 15140, 2.730342
NCAN, 9950, 2.728382
FDPS, 2489, 2.726211
RPS24, 194, 2.725556
RNF2, 192, 2.724274
DKK3, 5221, 2.724220
DOK4, 3631, 2.721433
RAB3B, 7926, 2.718423
NSG2, 15401, 2.717393
CCR5, 12092, 2.714577
RPS17, 11052, 2.713178
KLHL12, 3047, 2.708847
LUZP2, 3830, 2.706706
LOC642852, 1789, 2.705930
RTL8C, 11276, 2.704177
PRRC2B, 9700, 2.703717
AKIRIN2, 9770, 2.698859
SNCA, 8555, 2.698619
NLGN3, 5796, 2.698561
ARSJ, 13917, 2.698557
DRD2, 12181, 2.697582
ASH1L-AS1, 1322, 2.697360
RILPL2, 8993, 2.697005
ZCCHC12, 2625, 2.694280
TIMM8B, 2920, 2.694110
FANCL, 14934, 2.694015
RPS20, 6069, 2.693998
AHRR, 15349, 2.693467
CX3CR1, 1510, 2.693419
PIM2, 5285, 2.693147
TECPR2, 3122, 2.692383
MESP1, 10796, 2.692020
CNNM4, 2427, 2.691490
RPS18, 5151, 2.688893
TG, 11524, 2.688444
CXADR, 10113, 2.685963
NELL2, 3288, 2.683755
ADGRG1, 6452, 2.681534
SARNP, 13397, 2.681466
RIIAD1, 8529, 2.680892
PCDH11Y, 14802, 2.680718
COP1, 2345, 2.679666
RBM4, 8892, 2.678461
LINGO1, 6427, 2.678155
GRIK2, 12753, 2.676952
SPACA9, 3268, 2.675341
B3GAT2, 13462, 2.675067
CPNE5, 5135, 2.674778
LOC729970, 319, 2.673876
DHRS12, 15721, 2.673032
PCDH15, 7335, 2.670866
CHCHD6, 7342, 2.670137
DDAH2, 14390, 2.669796
AP3M2, 6699, 2.669560
RS1, 89, 2.669341
CHID1, 3498, 2.668875
PPHLN1, 7064, 2.668567
LINC01750, 5488, 2.668133
GNG4, 2526, 2.667917
RAB27B, 10840, 2.667867
RAET1E-AS1, 13915, 2.667430
HHIPL1, 6156, 2.667053
CTNNB1, 3095, 2.663856
NEURL1B, 14384, 2.662604
SLIT1, 13334, 2.661299
COCH, 9475, 2.655468
DACH2, 3863, 2.652594
LDHA, 6997, 2.651165
NR4A3, 1976, 2.649682
EFCAB1, 8743, 2.648572
RBP4, 8967, 2.642957
DCAF15, 4588, 2.641569
FAM171B, 11444, 2.641400
TXN, 3727, 2.640210
USP12, 84, 2.640123
LRRC7, 13127, 2.636643
B3GALT6, 11440, 2.636307
MDGA1, 4765, 2.635280
HYI, 15097, 2.632512
ULK2, 976, 2.631992
DSCR9, 10883, 2.629952
CD74, 10385, 2.629667
TEP1, 12513, 2.628949
PPP3CB, 11240, 2.628498
MED19, 2708, 2.627412
SFRP1, 15533, 2.625411
RHBDF2, 1775, 2.625109
SFMBT2, 769, 2.624821
DNAJC19, 8236, 2.621733
SPHKAP, 1132, 2.621426
CRSP8P, 14837, 2.621113
TMEM205, 6323, 2.620272
SEC24D, 12130, 2.618821
CRIP2, 176, 2.617875
CTXN1, 397, 2.616979
SLC16A8, 10919, 2.616568
ARFGEF3, 4999, 2.614891
FRMD3, 2681, 2.614813
DDX58, 4366, 2.613694
NMU, 7659, 2.611138
ADM5, 14766, 2.610255
SGSH, 13422, 2.610201
MSANTD1, 3155, 2.609999
CETN2, 2566, 2.608850
LPIN2, 5772, 2.608844
B9D1, 14463, 2.608809
WNT6, 1731, 2.605315
GYPE, 10461, 2.602330
ZFP36L2, 2980, 2.601667
HLA-DRA, 14176, 2.599834
PYCR1, 12515, 2.598251
ASXL3, 12444, 2.596329
DNALI1, 14952, 2.593691
ANAPC5, 9540, 2.592826
LINC01094, 2068, 2.591363
CHTF18, 9801, 2.589683
TSEN34, 5899, 2.589353
GPR25, 6838, 2.589159
DICER1-AS1, 14746, 2.585864
TMOD1, 3260, 2.584980
TMEFF2, 610, 2.584183
PTGER4, 4591, 2.583973
NGB, 15639, 2.580920
ERC2, 2029, 2.580495
NADK2, 7351, 2.580458
LOC100507516, 6518, 2.578718
POLR2L, 11116, 2.578065
SOX11, 13342, 2.577942
SPATA33, 8673, 2.577754
LONRF2, 40, 2.576282
RAB10, 3456, 2.576013
MBLAC2, 7100, 2.575138
CLTCL1, 918, 2.574450
FAM181A, 6046, 2.573333
APOM, 9382, 2.571957
SLC30A3, 4340, 2.569812
DOCK8, 1741, 2.569797
C2CD2L, 6287, 2.568370
HSPB11, 3574, 2.567758
LGALS2, 1115, 2.566693
POLR2G, 1033, 2.565907
P2RY13, 10870, 2.564742
PTGES3, 15007, 2.564000
P2RY12, 6310, 2.563688
LINC00320, 6925, 2.562395
LRCH2, 765, 2.561944
FAM196A, 11843, 2.561051
ADAMTS3, 5399, 2.560526
YPEL2, 7605, 2.559758
TNFRSF11A, 8303, 2.559317
NOL4, 2581, 2.559147
NUP85, 14272, 2.556448
TYROBP, 1287, 2.556127
ZFAS1, 2539, 2.554586
WDR44, 3225, 2.553706
NUDT16L1, 7994, 2.553225
ALYREF, 5362, 2.552965
GPRIN1, 4363, 2.551671
SCN7A, 13929, 2.549310
UNC5D, 12527, 2.549267
KLK10, 8345, 2.547820
SLC25A22, 5064, 2.547687
PKD2L1, 2364, 2.547128
PHLDB3, 11678, 2.546665
GPBP1, 8742, 2.544953
TMEM215, 4737, 2.544934
LRCOL1, 3297, 2.541491
VEZT, 12481, 2.540155
NORAD, 1491, 2.539980
FAM47E, 539, 2.537604
TMEM53, 3204, 2.537480
ERH, 9899, 2.537374
CADM1, 11243, 2.535495
DNAH5, 3366, 2.532867
FTH1, 4069, 2.532429
OGT, 1609, 2.529945
DPH5, 5176, 2.529715
CSF1R, 5118, 2.528408
WASHC3, 2115, 2.527835
SEMA4A, 5591, 2.524921
HS3ST4, 967, 2.524832
KIAA1147, 552, 2.523050
EFHC2, 9249, 2.521995
SYT10, 7454, 2.521552
COMTD1, 12280, 2.520204
SLN, 11991, 2.520129
PKIB, 3257, 2.519268
RAP1B, 1982, 2.518962
LOC100506271, 3530, 2.518125
TBC1D26, 5850, 2.515705
BRWD1, 12757, 2.514731
PSTK, 3692, 2.510928
GTF2F2, 4251, 2.509872
C12orf45, 299, 2.509841
LKAAEAR1, 12046, 2.507160
C1QC, 15323, 2.506085
BATF3, 1582, 2.505551
PACRG, 3299, 2.505112
SIN3B, 8173, 2.503413
SYT4, 8306, 2.503107
FOXRED2, 15505, 2.501820
RAB40B, 9494, 2.500985
RPS3, 1659, 2.500709
CELF3, 2932, 2.497773
MCTS1, 15590, 2.496677
ST8SIA4, 10582, 2.496631
CYB5D2, 8290, 2.496366
ACOX3, 6033, 2.496293
DPYSL4, 9643, 2.496033
GNAO1, 7538, 2.495073
WDR25, 13211, 2.495023
FZD1, 3771, 2.492095
SPRN, 50, 2.490651
TXNL4A, 15642, 2.490306
ZBTB44, 13032, 2.490241
PTPRG, 2582, 2.487348
DIXDC1, 4043, 2.487218
NCAPH2, 4578, 2.487197
CXXC4, 9208, 2.486174
SOWAHD, 9352, 2.485667
PNCK, 11159, 2.485520
GABRB1, 9947, 2.485141
CD81, 4416, 2.481138
RPS2, 12770, 2.480361
TMSB4Y, 8319, 2.479964
SMAD2, 5409, 2.479547
ARHGAP1, 14374, 2.478168
EDNRB, 3173, 2.476088
PSIP1, 7824, 2.475919
ARHGAP4, 15055, 2.474193
FXYD6, 3434, 2.473595
SUMF1, 3334, 2.473148
PITPNM2, 9412, 2.471413
MAP4, 4041, 2.471061
ACP1, 10406, 2.470528
BLM, 2132, 2.470473
DTNBP1, 15374, 2.469399
NUDT2, 3597, 2.469197
MOV10, 13806, 2.468238
GNAQ, 14616, 2.468146
BTG3, 14068, 2.468045
CCEPR, 12879, 2.468016
RNF149, 2186, 2.467323
VIPAS39, 2654, 2.467199
ARHGAP28, 4051, 2.466662
KCTD12, 3177, 2.465833
NR4A2, 12169, 2.464833
MYADM, 11673, 2.463614
MYB, 11639, 2.461461
L3MBTL1, 5924, 2.460865
NABP1, 8243, 2.459504
CPT1C, 2307, 2.459434
BZW2, 13015, 2.459169
ACTC1, 5676, 2.458854
CDH9, 7364, 2.457499
FAM241B, 11142, 2.456461
TMEM86A, 10357, 2.456399
AMZ2P1, 15028, 2.455541
JPT1, 9705, 2.455350
KCNQ1, 10310, 2.455008
CD83, 7664, 2.453640
SLC27A5, 14813, 2.450872
DPYSL5, 7193, 2.450017
ISLR2, 1933, 2.449270
VWA5A, 8194, 2.449012
RBM3, 13471, 2.448796
ERICH6-AS1, 1569, 2.447125
DHX58, 550, 2.446690
ZNF350, 5934, 2.444649
UG0898H09, 9659, 2.443586
PCDH10, 12607, 2.440472
CORO1C, 10929, 2.437620
ERBB2, 12275, 2.435597
SLC25A14, 2325, 2.435370
MBOAT7, 10721, 2.434551
ZNF239, 10258, 2.434003
GPR27, 15580, 2.433784
HMGCS1, 378, 2.433123
ERFE, 2411, 2.432789
RASAL1, 1446, 2.432084
HCLS1, 15602, 2.428114
TSPYL2, 8093, 2.427119
XK, 8043, 2.427032
SGSM2, 3812, 2.425171
ARHGEF28, 6471, 2.425064
TMOD3, 5992, 2.423256
LOC100288911, 14422, 2.421670
ARF1, 12263, 2.421597
APMAP, 15198, 2.419983
VAT1, 6505, 2.419695
CCDC90B, 1955, 2.419288
TOMM6, 15002, 2.419252
SUMO2, 3361, 2.417690
HACD4, 12896, 2.416321
A1BG-AS1, 5562, 2.415631
DLL3, 2107, 2.415325
SNAPC5, 5887, 2.415084
GOLPH3L, 9524, 2.411866
ARMC10, 3054, 2.410558
LRRTM1, 12140, 2.409897
KCNN3, 6224, 2.408816
GPM6B, 10540, 2.408399
HSPA6, 3157, 2.408079
CD84, 2894, 2.407512
HIST1H2BK, 2128, 2.405363
LOC101927420, 8567, 2.403293
GPRASP1, 10455, 2.401965
ZNF521, 3075, 2.400867
RTL8A, 5811, 2.398215
RHBDD2, 14478, 2.396454
MANEAL, 15148, 2.394419
CMSS1, 6345, 2.393248
GSKIP, 9570, 2.392797
NOV, 2359, 2.381806
ZMIZ1, 1938, 2.379557
ENPP1, 11296, 2.378080
TRMT5, 10053, 2.377492
CEP170B, 8823, 2.375024
WDR6, 3486, 2.374801
NHLRC1, 14578, 2.374504
SYK, 7512, 2.373123
UQCC2, 3949, 2.370301
RSPH1, 2642, 2.369956
NEPRO, 15348, 2.369147
CDKN2D, 10163, 2.368821
UQCC3, 11794, 2.368424
AQP1, 15446, 2.367674
HGSNAT, 943, 2.367270
TATDN2, 6055, 2.367194
CRMP1, 3874, 2.366520
DHCR24, 7091, 2.363797
LAMB1, 980, 2.363439
WDR66, 3069, 2.363324
CCBE1, 3683, 2.361670
TOR1AIP2, 11288, 2.358527
RPL36AL, 9646, 2.356884
AGAP1, 530, 2.356530
RSPH9, 12194, 2.355081
PPP1R32, 4668, 2.354187
FAM19A1, 1617, 2.353273
H3F3C, 9392, 2.353074
PXN-AS1, 9765, 2.351415
RXFP1, 9140, 2.351242
RPL41, 6444, 2.350381
TPM3, 3266, 2.350016
SLC8A2, 3238, 2.349976
TRIM24, 5953, 2.347890
DNAJC2, 2017, 2.346817
TMEM196, 10827, 2.346394
DCUN1D5, 830, 2.346078
MGST1, 4058, 2.344618
LDOC1, 11128, 2.343879
TNNI3, 4257, 2.343007
ME1, 1681, 2.343000
GLI3, 7534, 2.342897
LSM7, 10639, 2.342592
NELFE, 13974, 2.341638
RPRM, 4733, 2.340612
HES4, 15166, 2.340491
FAM105A, 8889, 2.340126
VSIG4, 11553, 2.338433
INHA, 7099, 2.338100
TIMM10, 15196, 2.336436
MAF, 7521, 2.335988
CCDC68, 3042, 2.335703
LARP1, 2204, 2.335450
KLHL2, 2584, 2.334657
VOPP1, 5125, 2.332415
GABBR1, 8808, 2.331911
PTPRA, 7997, 2.331195
TMEM107, 7067, 2.330186
C1QB, 2252, 2.329738
DYRK2, 5466, 2.328600
NUDT4, 598, 2.327472
GSTO2, 8073, 2.327470
DGKB, 1189, 2.324984
ASB5, 6970, 2.324228
DYRK3, 14320, 2.323023
MYO1F, 4425, 2.322621
RPL32, 5687, 2.321148
FAM120AOS, 11358, 2.320008
ZSCAN18, 1470, 2.319398
HMGN2P46, 14458, 2.319275
RPL29P2, 8385, 2.318897
RIT2, 13931, 2.318233
OLFML2B, 7639, 2.318179
MEPE, 15360, 2.317623
KLHL5, 13779, 2.317106
ALKAL2, 12163, 2.316940
ALOX5AP, 15634, 2.314730
BABAM2, 4635, 2.312251
HGH1, 5503, 2.312144
PCBD1, 10467, 2.310753
RETREG1, 12763, 2.309273
CD52, 8411, 2.308792
UHMK1, 9045, 2.308371
PHOX2A, 9519, 2.306794
DNAJA1, 1730, 2.306572
TSPYL1, 13967, 2.306555
ZNF525, 5655, 2.305715
SIRPA, 14398, 2.304982
ADAP2, 696, 2.304709
LINC01736, 13227, 2.304220
GTF2H5, 6291, 2.303672
SLC9A6, 8578, 2.303090
UBE2L5, 3198, 2.303008
SEMA4F, 1651, 2.302277
ROBO2, 9159, 2.299888
B3GNT5, 2389, 2.299602
HES1, 5771, 2.299514
NDUFAF8, 8064, 2.298474
DECR2, 4534, 2.298249
FAM212A, 2986, 2.297912
TBL2, 7614, 2.294673
FIGNL2, 2564, 2.294328
SLC24A4, 6522, 2.291405
MED16, 200, 2.289910
SMIM27, 5327, 2.288952
DHRS9, 10239, 2.286194
KALRN, 12039, 2.285665
UBL5, 7938, 2.284842
RAVER2, 13902, 2.284776
CRHBP, 1335, 2.284509
RTTN, 9187, 2.284334
TRIM11, 11587, 2.282346
PGAP1, 5612, 2.281266
SLC29A3, 15656, 2.280445
RNASE6, 3023, 2.280367
CHRNA3, 3315, 2.279725
MTCH1, 13237, 2.279376
TKFC, 4283, 2.279281
BAIAP2L2, 13833, 2.278773
CPNE7, 685, 2.277837
ADAM28, 1552, 2.276710
LOC339803, 1438, 2.276493
RARA-AS1, 3960, 2.274887
CD33, 15579, 2.274707
SEM1, 15638, 2.274342
DNAH14, 2246, 2.273065
GLRA3, 1949, 2.272658
NDUFC2, 3907, 2.272324
OGG1, 14283, 2.271605
BRMS1L, 14646, 2.271105
NAV1, 5022, 2.270334
ZZZ3, 8211, 2.269463
MILR1, 7214, 2.268756
KLK7, 11015, 2.268076
FAR2P2, 3049, 2.267892
PRKCD, 1222, 2.267298
C12orf75, 4358, 2.267158
SUSD3, 13156, 2.265401
DOK1, 10291, 2.263412
CYP2R1, 15079, 2.263134
ARL15, 13226, 2.262237
FBLN5, 881, 2.261145
PAK3, 836, 2.260857
SIL1, 13834, 2.260746
PTPRJ, 4417, 2.258819
SKAP2, 14153, 2.258738
HCN4, 6140, 2.258092
KIF22, 14962, 2.257537
FAM122C, 2531, 2.253174
ZMYND10, 12894, 2.252211
IKBIP, 227, 2.249434
TOMM20, 1467, 2.248526
NPM1, 6857, 2.248049
IL1RAPL2, 14923, 2.247712
